id,source
ParlaMint-NO_2017-03-14,refs-201617-03-14
ParlaMint-NO_2016-12-09,refs-201617-12-09
ParlaMint-NO_2016-12-06,refs-201617-12-06
ParlaMint-NO_2016-10-13,refs-201617-10-13
ParlaMint-NO_2017-02-08,refs-201617-02-08
ParlaMint-NO_2016-10-06,refs-201617-10-06
ParlaMint-NO_2016-10-19,refs-201617-10-19
ParlaMint-NO_2016-10-03,refs-201617-10-03
ParlaMint-NO_2016-11-23,refs-201617-11-23
ParlaMint-NO_2016-11-09,refs-201617-11-09
ParlaMint-NO_2017-06-02,refs-201617-06-02
ParlaMint-NO_2017-02-07,refs-201617-02-07
ParlaMint-NO_2017-04-04,refs-201617-04-04
ParlaMint-NO_2016-10-20,refs-201617-10-20
ParlaMint-NO_2016-11-30,refs-201617-11-30
ParlaMint-NO_2017-05-02,refs-201617-05-02
ParlaMint-NO_2017-04-18,refs-201617-04-18
ParlaMint-NO_2017-06-01,refs-201617-06-01
ParlaMint-NO_2016-12-14,refs-201617-12-14
ParlaMint-NO_2016-12-02,refs-201617-12-02
ParlaMint-NO_2017-03-13,refs-201617-03-13
ParlaMint-NO_2017-06-08,refs-201617-06-08
ParlaMint-NO_2017-05-15,refs-201617-05-15
ParlaMint-NO_2017-04-03,refs-201617-04-03
ParlaMint-NO_2017-02-01,refs-201617-02-01
ParlaMint-NO_2017-03-30,refs-201617-03-30
ParlaMint-NO_2016-11-24,refs-201617-11-24
ParlaMint-NO_2017-06-06,refs-201617-06-06
ParlaMint-NO_2017-03-29,refs-201617-03-29
ParlaMint-NO_2017-04-06,refs-201617-04-06
ParlaMint-NO_2017-06-21,refs-201617-06-21
ParlaMint-NO_2017-02-16,refs-201617-02-16
ParlaMint-NO_2017-05-29,refs-201617-05-29
ParlaMint-NO_2017-01-19,refs-201617-01-19
ParlaMint-NO_2017-03-21,refs-201617-03-21
ParlaMint-NO_2017-02-22,refs-201617-02-22
ParlaMint-NO_2016-10-05,refs-201617-10-05
ParlaMint-NO_2017-06-19,refs-201617-06-19
ParlaMint-NO_2016-11-17,refs-201617-11-17
ParlaMint-NO_2017-04-19,refs-201617-04-19
ParlaMint-NO_2016-12-07,refs-201617-12-07
ParlaMint-NO_2016-11-22,refs-201617-11-22
ParlaMint-NO_2017-02-15,refs-201617-02-15
ParlaMint-NO_2016-11-16,refs-201617-11-16
ParlaMint-NO_2017-05-03,refs-201617-05-03
ParlaMint-NO_2017-04-26,refs-201617-04-26
ParlaMint-NO_2017-05-09,refs-201617-05-09
ParlaMint-NO_2017-05-10,refs-201617-05-10
ParlaMint-NO_2016-12-05,refs-201617-12-05
ParlaMint-NO_2016-12-01,refs-201617-12-01
ParlaMint-NO_2017-03-28,refs-201617-03-28
ParlaMint-NO_2016-10-18,refs-201617-10-18
ParlaMint-NO_2017-06-16,refs-201617-06-16
ParlaMint-NO_2017-05-24,refs-201617-05-24
ParlaMint-NO_2016-10-01,refs-201617-10-01
ParlaMint-NO_2017-05-22,refs-201617-05-22
ParlaMint-NO_2016-12-17,refs-201617-12-17
ParlaMint-NO_2016-12-16,refs-201617-12-16
ParlaMint-NO_2016-12-13,refs-201617-12-13
ParlaMint-NO_2017-01-17,refs-201617-01-17
ParlaMint-NO_2017-06-12,refs-201617-06-12
ParlaMint-NO_2016-10-11,refs-201617-10-11
ParlaMint-NO_2017-02-21,refs-201617-02-21
ParlaMint-NO_2016-12-20,refs-201617-12-20
ParlaMint-NO_2017-03-07,refs-201617-03-07
ParlaMint-NO_2016-10-04,refs-201617-10-04
ParlaMint-NO_2017-02-23,refs-201617-02-23
ParlaMint-NO_2017-05-31,refs-201617-05-31
ParlaMint-NO_2016-11-15,refs-201617-11-15
ParlaMint-NO_2016-10-26,refs-201617-10-26
ParlaMint-NO_2017-04-25,refs-201617-04-25
ParlaMint-NO_2017-06-09,refs-201617-06-09
ParlaMint-NO_2017-05-11,refs-201617-05-11
ParlaMint-NO_1999-02-18,s990218
ParlaMint-NO_1998-12-15-2,s981215k
ParlaMint-NO_1999-03-18,s990318
ParlaMint-NO_1998-10-22-lower,o981022
ParlaMint-NO_1999-02-16,s990216
ParlaMint-NO_1999-06-15-2,s990615k
ParlaMint-NO_1999-03-11,s990311
ParlaMint-NO_1999-02-18-lower,o990218
ParlaMint-NO_1999-03-02-lower,o990302
ParlaMint-NO_1999-04-13-upper,l990413
ParlaMint-NO_1999-03-11-lower,o990311
ParlaMint-NO_1998-12-17-2,s981217k
ParlaMint-NO_1998-11-23,s981123
ParlaMint-NO_1999-03-16,s990316
ParlaMint-NO_1999-02-23,s990223
ParlaMint-NO_1999-06-03-upper,l990603
ParlaMint-NO_1998-11-25-lower,o981125
ParlaMint-NO_1998-11-05,s981105
ParlaMint-NO_1998-12-08,s981208
ParlaMint-NO_1999-01-19,s990119
ParlaMint-NO_1998-12-08-2,s981208k
ParlaMint-NO_1999-03-03,s990303
ParlaMint-NO_1999-06-16,s990616
ParlaMint-NO_1999-02-25,s990225
ParlaMint-NO_1999-04-27,s990427
ParlaMint-NO_1999-02-03,s990203
ParlaMint-NO_1999-05-11-upper,l990511
ParlaMint-NO_1999-01-26,s990126
ParlaMint-NO_1999-05-04,s990504
ParlaMint-NO_1999-03-22,s990322
ParlaMint-NO_1999-03-04-lower,o990304
ParlaMint-NO_1999-03-23-2,s990323k
ParlaMint-NO_1999-06-03-2,s990603k
ParlaMint-NO_1999-04-14,s990414
ParlaMint-NO_1999-04-28,s990428
ParlaMint-NO_1999-06-15,s990615
ParlaMint-NO_1999-03-25-lower,o990325
ParlaMint-NO_1999-05-11-2,s990511k
ParlaMint-NO_1999-06-09,s990609
ParlaMint-NO_1999-05-10,s990510
ParlaMint-NO_1999-06-08-lower,o990608
ParlaMint-NO_1998-10-22,s981022
ParlaMint-NO_1999-03-16-lower,o990316
ParlaMint-NO_1998-12-03-upper,l981203
ParlaMint-NO_1999-06-14-2,s990614k
ParlaMint-NO_1999-02-17,s990217
ParlaMint-NO_1999-06-08-lower-2,o990608k
ParlaMint-NO_1998-12-03,s981203
ParlaMint-NO_1999-04-22,s990422
ParlaMint-NO_1998-10-21,s981021
ParlaMint-NO_1999-06-15-lower-2,o990615k
ParlaMint-NO_1998-11-24,s981124
ParlaMint-NO_1999-06-10,s990610
ParlaMint-NO_1999-02-25-2,s990225k
ParlaMint-NO_1999-06-16-2,s990616k
ParlaMint-NO_1999-06-17,s990617
ParlaMint-NO_1999-05-31-2,s990531k
ParlaMint-NO_1999-03-17,s990317
ParlaMint-NO_1999-06-01,s990601
ParlaMint-NO_1999-06-10-upper,l990610
ParlaMint-NO_1999-05-27,s990527
ParlaMint-NO_1998-11-04,s981104
ParlaMint-NO_1999-05-28,s990528
ParlaMint-NO_1998-10-27,s981027
ParlaMint-NO_1998-12-03-lower-2,o981203k
ParlaMint-NO_1999-02-18-upper,l990218
ParlaMint-NO_1998-12-14,s981214
ParlaMint-NO_1998-11-17-upper,l981117
ParlaMint-NO_1999-03-25,s990325
ParlaMint-NO_1999-03-10,s990310
ParlaMint-NO_1998-11-27,s981127
ParlaMint-NO_1999-06-18-upper,l990618
ParlaMint-NO_1998-11-24-lower,o981124
ParlaMint-NO_1998-12-04,s981204
ParlaMint-NO_1999-06-10-lower,o990610
ParlaMint-NO_1999-02-10,s990210
ParlaMint-NO_1999-04-13,s990413
ParlaMint-NO_1999-06-03,s990603
ParlaMint-NO_1999-03-23-lower,o990323
ParlaMint-NO_1999-05-18-2,s990518k
ParlaMint-NO_1999-06-10-2,s990610k
ParlaMint-NO_1999-01-20,s990120
ParlaMint-NO_1999-01-27,s990127
ParlaMint-NO_1999-05-11-lower,o990511
ParlaMint-NO_1999-06-18,s990618
ParlaMint-NO_1998-12-01-lower,o981201
ParlaMint-NO_1998-10-28,s981028
ParlaMint-NO_1999-04-27-lower,o990427
ParlaMint-NO_1999-06-11,s990611
ParlaMint-NO_1999-06-03-lower,o990603
ParlaMint-NO_1999-06-07,s990607
ParlaMint-NO_1999-02-11-2,s990211k
ParlaMint-NO_1999-05-18,s990518
ParlaMint-NO_1998-10-13-lower,o981013
ParlaMint-NO_1998-12-17-upper,l981217
ParlaMint-NO_1999-01-21,s990121
ParlaMint-NO_1998-11-26,s981126
ParlaMint-NO_1999-06-15-upper,l990615
ParlaMint-NO_1998-11-30,s981130
ParlaMint-NO_1999-06-14,s990614
ParlaMint-NO_1998-12-17,s981217
ParlaMint-NO_1998-11-05-lower,o981105
ParlaMint-NO_1999-05-04-lower,o990504
ParlaMint-NO_1999-05-25-lower,o990525
ParlaMint-NO_1999-02-23-lower,o990223
ParlaMint-NO_1999-05-11,s990511
ParlaMint-NO_1999-01-28,s990128
ParlaMint-NO_1999-05-06-lower,o990506
ParlaMint-NO_1998-12-10-upper,l981210
ParlaMint-NO_1998-10-27-upper,l981027
ParlaMint-NO_1998-12-07-lower,o981207
ParlaMint-NO_1999-02-02-upper,l990202
ParlaMint-NO_1999-04-20-2,s990420k
ParlaMint-NO_1998-12-15,s981215
ParlaMint-NO_1999-01-12-lower,o990112
ParlaMint-NO_1998-11-25,s981125
ParlaMint-NO_1999-02-11,s990211
ParlaMint-NO_1999-04-26-2,s990426k
ParlaMint-NO_1999-05-31-lower,o990531
ParlaMint-NO_1999-03-19,s990319
ParlaMint-NO_1998-11-03,s981103
ParlaMint-NO_1999-04-12,s990412
ParlaMint-NO_1999-05-26,s990526
ParlaMint-NO_1999-04-20-lower,o990420
ParlaMint-NO_1999-06-08,s990608
ParlaMint-NO_1998-10-20,s981020
ParlaMint-NO_1998-10-01-upper,l981001
ParlaMint-NO_1998-12-03-lower,o981203
ParlaMint-NO_1998-11-13,s981113
ParlaMint-NO_1999-04-26,s990426
ParlaMint-NO_1999-03-23,s990323
ParlaMint-NO_1999-05-27-lower,o990527
ParlaMint-NO_1998-10-29,s981029
ParlaMint-NO_1998-11-17,s981117
ParlaMint-NO_1999-04-22-lower,o990422
ParlaMint-NO_1998-11-23-lower,o981123
ParlaMint-NO_1999-06-02,s990602
ParlaMint-NO_1999-05-04-upper,l990504
ParlaMint-NO_1999-05-31,s990531
ParlaMint-NO_1999-03-26,s990326
ParlaMint-NO_1998-11-19,s981119
ParlaMint-NO_1998-12-01,s981201
ParlaMint-NO_1999-04-21,s990421
ParlaMint-NO_1999-05-12,s990512
ParlaMint-NO_1999-06-04,s990604
ParlaMint-NO_1999-06-10-lower-2,o990610k
ParlaMint-NO_1999-05-05,s990505
ParlaMint-NO_1999-05-10-2,s990510k
ParlaMint-NO_1998-11-30-2,s981130k
ParlaMint-NO_1998-12-14-2,s981214k
ParlaMint-NO_1998-10-01-lower,o981001
ParlaMint-NO_1999-04-27-2,s990427k
ParlaMint-NO_1999-03-04-upper,l990304
ParlaMint-NO_1999-04-27-upper,l990427
ParlaMint-NO_1998-11-18,s981118
ParlaMint-NO_1999-05-25,s990525
ParlaMint-NO_1999-02-02,s990202
ParlaMint-NO_1998-12-18,s981218
ParlaMint-NO_1999-03-25-upper,l990325
ParlaMint-NO_1999-03-16-upper,l990316
ParlaMint-NO_1999-03-04,s990304
ParlaMint-NO_1999-03-25-2,s990325k
ParlaMint-NO_1998-12-16,s981216
ParlaMint-NO_1998-11-13-lower,o981113
ParlaMint-NO_1999-06-17-2,s990617k
ParlaMint-NO_1999-04-13-lower,o990413
ParlaMint-NO_1998-12-10,s981210
ParlaMint-NO_1999-05-06,s990506
ParlaMint-NO_1999-05-06-2,s990506k
ParlaMint-NO_1999-05-25-2,s990525k
ParlaMint-NO_1998-12-07-2,s981207k
ParlaMint-NO_1999-02-11-lower,o990211
ParlaMint-NO_1999-06-07-2,s990607k
ParlaMint-NO_1999-03-02,s990302
ParlaMint-NO_1999-01-21-lower,o990121
ParlaMint-NO_1998-12-07,s981207
ParlaMint-NO_1999-05-20,s990520
ParlaMint-NO_1999-03-24,s990324
ParlaMint-NO_1999-02-04,s990204
ParlaMint-NO_1998-11-16,s981116
ParlaMint-NO_1998-12-09,s981209
ParlaMint-NO_1998-12-14-lower,o981214
ParlaMint-NO_1999-04-15,s990415
ParlaMint-NO_1999-02-24,s990224
ParlaMint-NO_1999-01-28-2,s990128k
ParlaMint-NO_1998-12-02,s981202
ParlaMint-NO_1999-04-20,s990420
ParlaMint-NO_1999-05-19,s990519
